Name,S1,S2,S3,S4,S5,Cluster
IA Hamilton,1.8195921493723328e-17,0.06063119210473239,1.3907056757299883e-17,0.04876342601992469,0.6284593644079578,D
IA Hancock,1.8195921493723328e-17,0.10261998439479882,1.3907056757299883e-17,0.02227229498031109,0.6384031267018124,C
IA Hardin,1.8195921493723328e-17,0.024294639128873006,1.3907056757299883e-17,0.026047483080255156,0.7146374511921118,A
IA Harrison,1.8195921493723328e-17,0.027576068731515593,1.3907056757299883e-17,0.020245927260496736,0.7193889826281504,A
IA Henry,0.029071028801837286,0.034527383405383416,1.3907056757299883e-17,0.02141839755700457,0.716619005062263,A
IA Howard,1.8195921493723328e-17,0.09107554430630276,1.3907056757299883e-17,0.01925200330203686,0.6666348604251167,C
IA Humboldt,0.01737983338410056,0.09178500731604212,1.3907056757299883e-17,0.021460627989249553,0.6620748227858462,C
IA Ida,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.01426052558968453,0.7640051110316345,A
IA Iowa,5.604423974032329e-13,0.04530937711184802,1.3907056757299883e-17,0.013031312689618364,0.6942165402347236,A
IA Jackson,1.8195921493723328e-17,0.022617274623209276,1.3907056757299883e-17,0.01739035755901147,0.7386004664336293,A
IA Jasper,0.1285343851583089,0.09352350387367124,1.3907056757299883e-17,0.02659221286101405,0.5484048732224132,B
IA Jefferson,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.014778477096106574,0.7537955820055904,A
IA Johnson,0.016331716671766024,0.019700287545185054,1.3907056757299883e-17,0.05339275363305487,0.6002723260481954,D
IA Jones,1.8195921493723328e-17,0.04247413241541475,1.3907056757299883e-17,0.01468846657515211,0.7010819252899163,A
IA Keokuk,0.019355587379264363,0.06343692572023837,1.3907056757299883e-17,0.0028708107070359347,0.6948762511125564,A
IA Kossuth,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.016874375366668387,0.749337865180136,A
IA Lee,0.00434691308512289,0.04679669747359642,1.3907056757299883e-17,0.012799716772767087,0.7739941779353607,A
IA Linn,0.09739548589116462,0.003981839292225938,1.3907056757299883e-17,0.020482622473743165,0.6565545678339709,B
IA Louisa,0.2968274191090822,0.1170822658257105,1.3907056757299883e-17,0.1278343452226854,0.2304323195774597,B
IA Lucas,0.06901335050732307,0.173841244041542,1.3907056757299883e-17,1.0618836698677245e-17,0.596457641607388,C
IA Lyon,1.8195921493723328e-17,0.07021660488377233,1.3907056757299883e-17,0.02158075239698635,0.6619149502705289,A
IA Madison,0.02916350081200594,0.03310268831005346,1.3907056757299883e-17,0.012615535094641167,0.689720104360686,A
IA Mahaska,0.13540041686096477,0.17087542025805996,1.3907056757299883e-17,1.0618836698677245e-17,0.52892278989178,B
IA Marion,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.024238406623541105,0.7325680332298958,A
IA Marshall,0.13049455924879244,0.08312111931329366,1.3907056757299883e-17,0.11717810603898617,0.38750946028121336,D
IA Mills,1.8195921493723328e-17,0.027086894902358303,1.3907056757299883e-17,0.013014050590126948,0.7424026352312589,A
IA Mitchell,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.021289622139085237,0.7247555710409773,A
IA Monona,1.8195921493723328e-17,0.045930889587157804,1.3907056757299883e-17,0.03443524236460799,0.7056047310388498,A
IA Monroe,0.15306810903491647,0.23043846661588316,1.3907056757299883e-17,1.0618836698677245e-17,0.476067978283251,B
IA Montgomery,0.034978231465429124,0.1595881024415477,1.3907056757299883e-17,1.0618836698677245e-17,0.6654984892557428,C
IA Muscatine,0.2523469033466352,0.10229065152255305,1.3907056757299883e-17,0.031738286745038556,0.46323397544774036,B
IA O'Brien,0.011200338525966295,0.1344664714166493,1.3907056757299883e-17,0.02009846518456915,0.6181572786311674,C
IA Osceola,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.04740351376371045,0.6853437367703867,D
IA Page,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.014677180827213707,0.7982042242358662,A
IA Palo Alto,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.023776469663546167,0.7557965146847266,A
IA Plymouth,0.030939883407038283,0.13883538015025448,1.3907056757299883e-17,0.04614288320062689,0.5298899814527492,C
IA Pocahontas,1.8195921493723328e-17,0.14570924840609667,1.3907056757299883e-17,0.04125269362538355,0.5813152366302572,C
IA Polk,0.0823256435443344,0.01753279890209858,1.3907056757299883e-17,0.0579753722551607,0.5795096073974964,D
IA Pottawattamie,0.02840319033340616,0.05239560310654042,1.3907056757299883e-17,0.03139208938774389,0.6851907624998083,A
IA Poweshiek,0.12077935390082652,0.056569080378949865,1.3907056757299883e-17,0.013826485242637267,0.6098858584989233,B
IA Ringgold,5.023476716027987e-14,0.14709417874153663,1.3907056757299883e-17,0.005427331480518656,0.6312264196692807,C
IA Sac,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.027045509290133357,0.7378810542037062,A
IA Scott,0.016214769793118793,0.007064469747015726,1.3907056757299883e-17,0.026041586294470523,0.7027811407019343,A
IA Shelby,1.8195921493723328e-17,0.036793665845955045,1.3907056757299883e-17,0.039224715422392226,0.6778448533914605,A
IA Sioux,1.8195921493723328e-17,0.026314548220144188,1.3907056757299883e-17,0.06020254766962345,0.5828346757906491,D
IA Story,0.0075564700004163805,0.044761278180345115,1.3907056757299883e-17,0.04320463263028236,0.6109980373344452,D
IA Tama,0.4263239205282153,0.13754159450337233,1.3907056757299883e-17,0.07234728982337257,0.26026789130445704,B
IA Taylor,1.8195921493723328e-17,0.05162130735644244,1.3907056757299883e-17,0.06604033565250171,0.6047596340787912,D
IA Union,1.8195921493723328e-17,0.09866508725306812,1.3907056757299883e-17,0.005959650868637522,0.6902169733834126,C
IA Van Buren,1.8195921493723328e-17,0.11685380922534207,1.3907056757299883e-17,0.01599550575045671,0.6682347979344679,C
IA Wapello,0.1637752809254999,0.20788928314275598,1.3907056757299883e-17,0.057307250385574375,0.38714260081547713,B
IA Warren,0.002698346070613392,0.027074636143039888,1.3907056757299883e-17,0.029151996474318594,0.6732252440330895,A
IA Washington,0.12489595132027079,0.008919426253376684,1.3907056757299883e-17,0.03276892309241616,0.6157019295569913,B
IA Wayne,7.181568914953129e-16,0.13357110104257264,1.3907056757299883e-17,0.0033296711965941075,0.6761171663247584,C
IA Webster,0.00436024408428466,0.08764733116683489,1.3907056757299883e-17,0.050030146803444316,0.6311726781035567,D
IA Winnebago,1.8195921493723328e-17,0.23914791598802734,1.3907056757299883e-17,0.006786162349087578,0.5756434207905644,C
IA Winneshiek,1.8195921493723328e-17,0.05224375709773626,1.3907056757299883e-17,0.014402082637221888,0.6602304300099888,A
IA Woodbury,0.1010257476725928,0.03734801340883317,1.3907056757299883e-17,0.13219900404698917,0.41935962350845835,D
IA Worth,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.02171674321890391,0.7484994921240007,A
IA Wright,1.8195921493723328e-17,0.06325283104154317,1.3907056757299883e-17,0.12109449583942478,0.5021245963912966,D
KS Allen,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.002317856033751493,0.8287586394682428,A
KS Anderson,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.010024910551618357,0.79930537533828,A
KS Atchison,1.8195921493723328e-17,0.018007636016073383,1.3907056757299883e-17,0.01728960719328845,0.7940409737608443,A
KS Barber,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.0026775776338118728,0.8073132363078135,A
KS Barton,0.01393559708829417,0.044217752854467655,1.3907056757299883e-17,0.011407070216271966,0.7593258570946981,A
KS Bourbon,0.02047782571629474,0.04990401700536326,1.3907056757299883e-17,0.0036007762570922515,0.7809788003897435,A
KS Brown,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.012123188202369859,0.8126403623942414,A
KS Butler,1.8195921493723328e-17,0.007760866288246113,1.3907056757299883e-17,0.009230790541091279,0.7876769421887693,A
KS Chase,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.042506320044700646,0.791895570737819,A
KS Chautaqua,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.009808590950947386,0.8431175719978784,A
KS Cherokee,1.8195921493723328e-17,0.051914434314717185,1.3907056757299883e-17,0.012634687570588814,0.7834125553321274,A
KS Cheyenne,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.007171603215239855,0.7706251150747991,A
KS Clark,1.8195921493723328e-17,0.1906127208243394,1.3907056757299883e-17,0.0857508286643433,0.4715036683943264,D
KS Clay,0.04689902744350836,0.06786803060271353,1.3907056757299883e-17,1.0618836698677245e-17,0.7052384364048602,A
KS Cloud,1.8195921493723328e-17,0.04802385859728651,1.3907056757299883e-17,0.0073415172449679475,0.7589774041435371,A
KS Coffey,0.31175346950673694,0.21651470420861518,1.3907056757299883e-17,1.0618836698677245e-17,0.42558903024503375,B
KS Comanche,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.009523830466137601,0.8170727901512567,A
KS Cowley,0.009609106310459517,0.022240025974254226,1.3907056757299883e-17,0.010384581991329562,0.8048659962818062,A
KS Crawford,0.0076072976720255574,0.01134426922620463,1.3907056757299883e-17,0.039385948862235474,0.727461566679233,A
KS Decatur,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.005424173863744919,0.7945890222555753,A
KS Dickinson,1.8195921493723328e-17,0.04211723200594807,1.3907056757299883e-17,0.002336139137037383,0.7701259297927137,A
KS Doniphan,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.02008985371462276,0.7529606099644347,A
KS Douglas,1.8195921493723328e-17,0.02041936253186873,1.3907056757299883e-17,0.019032393643767603,0.723550520755809,A
KS Edwards,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.02019922888069051,0.7751420292579657,A
KS Elk,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.0010008705352354593,0.8191853127986207,A
KS Ellis,1.8195921493723328e-17,0.021355507260408756,1.3907056757299883e-17,0.021427241205503798,0.7272166212684933,A
KS Ellsworth,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.008837934332663343,0.7989209037857641,A
KS Finney,0.0721305986971579,0.02457299140117021,1.3907056757299883e-17,0.218578894945482,0.11601520605603188,D
KS Ford,0.08340934688732433,0.06803930539361056,1.3907056757299883e-17,0.2620063193027017,1.0064352939040477e-11,D
KS Franklin,1.8195921493723328e-17,0.03564648832887239,1.3907056757299883e-17,0.017177274397565487,0.7485451380827569,A
KS Geary,0.004784446356159683,0.026332040235727883,1.3907056757299883e-17,0.014781602479221218,0.7755724241957778,A
KS Gove,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.006364908249095407,0.7884536902763098,A
KS Graham,1.8195921493723328e-17,0.11172278081065919,1.3907056757299883e-17,0.004176244091141973,0.7040958265295523,C
KS Grant,0.027340740496036534,0.1528021820170309,1.3907056757299883e-17,0.02182587309714283,0.5804194118348135,C
KS Gray,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.0355068989083388,0.7126333693026633,A
KS Greeley,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.008027296138048779,0.8211332423211151,A
KS Greenwood,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.011218995280803706,0.8265491478884591,A
KS Hamilton,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.060653641138927364,0.6673259748604983,D
KS Harper,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.03416812391538157,0.8066424059512448,A
KS Harvey,0.008515580034921689,0.043895486248324254,1.3907056757299883e-17,0.007947627969165677,0.7491008771006389,A
KS Haskell,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.04264486290204873,0.7026071585190937,A
KS Hodgeman,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.024122658603235175,0.7258120929368727,A
KS Jackson,0.013559752656439031,0.05149971586154529,1.3907056757299883e-17,0.04259856931952461,0.6571301014818421,D
KS Jefferson,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.010979186406144542,0.7651386927879888,A
KS Jewell,1.8195921493723328e-17,0.11849742448037533,1.3907056757299883e-17,0.007368598267702781,0.6650993947083684,C
KS Johnson,0.033053776093467685,0.008392200624546686,1.3907056757299883e-17,0.02238086553490359,0.6697592487172374,A
KS Kearny,0.06656241848514155,0.1527022209265096,1.3907056757299883e-17,0.041079876452122584,0.5364622191755335,C
KS Kingman,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.005803091589363201,0.8073586431562625,A
KS Kiowa,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.00988595400414937,0.7848638227492674,A
KS Labette,1.8195921493723328e-17,0.020324612551410305,1.3907056757299883e-17,0.018714813507216047,0.7973145595225289,A
KS Lane,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.01495392919295467,0.7872113823826443,A
KS Leavenworth,0.030169441384753862,5.7823870098481835e-9,1.3907056757299883e-17,0.08759527126183136,0.5662244155155485,D
KS Lincoln,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.00590495139068684,0.790680224678369,A
KS Linn,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.011095014696396255,0.7906594236655783,A
KS Logan,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.001497269787875636,0.7957741493136002,A
KS Lyon,0.05752358722346429,0.07147182332348714,1.3907056757299883e-17,0.06763253912600244,0.5554488810987307,D
KS Marion,0.025072693919373584,0.049984154052351744,1.3907056757299883e-17,0.0037458480156885364,0.7239159313262223,A
KS Marshall,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.002156737182884784,0.7952859176749681,A
KS McPherson,1.8195921493723328e-17,0.012415734901952061,1.3907056757299883e-17,0.012983597441070041,0.7486604174236094,A
KS Meade,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.051303096483053666,0.6864467551610126,D
KS Miami,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.00937132971593642,0.7630746888233843,A
KS Mitchell,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.01351837067611587,0.7805413947769229,A
KS Montgomery,0.021380408920131995,0.05174584703739538,1.3907056757299883e-17,0.005145066750008471,0.7943629110896135,A
KS Morris,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.0067249829743953075,0.8089347343747808,A
KS Morton,0.022347772827444636,0.4494692955449238,1.3907056757299883e-17,1.0618836698677245e-17,0.42829623527341887,C
KS Nemaha,1.8195921493723328e-17,0.03720179689421197,1.3907056757299883e-17,0.010396423734601232,0.7161135224616934,A
KS Neosho,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.009158642818523141,0.8310709115393103,A
KS Ness,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.016521974011184333,0.8044424416748664,A
KS Norton,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.012870188684618773,0.7887876942814364,A
KS Osage,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.007343102893542656,0.8039298109876463,A
KS Osborne,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.005156321187165148,0.7743556097577765,A
KS Ottawa,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.016857858941443284,0.7549453603708364,A
KS Pawnee,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.0422219089080468,0.7638013421801888,A
KS Phillips,0.006725798621131751,0.633704067605834,1.3907056757299883e-17,1.0618836698677245e-17,0.34877202262462814,C
KS Pottawatomie,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.013469750559085404,0.7401048977452275,A
KS Pratt,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.010527177585590127,0.8048163811139932,A
KS Rawlins,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,1.0618836698677245e-17,0.7856721364832358,A
KS Reno,1.8195921493723328e-17,0.009785759720694983,1.3907056757299883e-17,0.018098117608228794,0.8017342378745159,A
KS Republic,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.01918917806982222,0.7603589201703618,A
KS Rice,1.8195921493723328e-17,0.028980363634960392,1.3907056757299883e-17,0.005975603591572185,0.7659745031292233,A
KS Riley,0.007044342378998423,0.02169342699299064,1.3907056757299883e-17,0.02062931839553252,0.7036969806871706,A
KS Rooks,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.012817461656348946,0.7766046693809112,A
KS Rush,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.007927504732077421,0.808869440967589,A
KS Russell,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.003333664615014359,0.8175396168139102,A
KS Saline,0.01049234430488475,0.029021939963103625,1.3907056757299883e-17,0.012523727979058683,0.7577324295966851,A
KS Scott,1.8195921493723328e-17,0.08177292761433402,1.3907056757299883e-17,0.026289769638675013,0.7060144142817648,A
KS Sedgwick,0.013534013354036591,0.009944631784430282,1.3907056757299883e-17,0.02390036073853412,0.768363758233232,A
KS Seward,0.02789580151953325,0.059432394864448373,1.3907056757299883e-17,0.27383028949088584,2.7224714076751797e-12,D
KS Shawnee,0.014322969007519816,0.017873449649355177,1.3907056757299883e-17,0.022704386198863426,0.7545675035792305,A
KS Sheridan,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.010577845844738311,0.7693031618834186,A
KS Sherman,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.0073734918969541085,0.8109274446569533,A
KS Smith,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.005117761485293769,0.7787326486528725,A
KS Stafford,1.8195921493723328e-17,0.09635437603614677,1.3907056757299883e-17,0.0024278727453172057,0.7379511606698879,A
KS Stanton,1.8195921493723328e-17,0.37402525351654603,1.3907056757299883e-17,0.026803087670097536,0.44747189909155277,C
KS Stevens,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.033855747493849855,0.7240393600578025,A
KS Sumner,0.01314392046634363,0.04455390743820509,1.3907056757299883e-17,0.0048281255587968456,0.7478547306401051,A
KS Thomas,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.012221773566256375,0.7689591492414973,A
KS Trego,1.8195921493723328e-17,0.12072862078227649,1.3907056757299883e-17,0.00095152058861254,0.6951655404545045,C
KS Wabaunsee,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.03217765410063445,0.6985604786295336,A
KS Wallace,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,2.233660179151486e-16,0.8247545407654013,A
KS Washington,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.001409277755881207,0.8163900216896524,A
KS Wichita,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.0035425432769938337,0.8398785202339264,A
KS Wilson,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.00311613509876637,0.8631966910806262,A
KS Woodson,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.01297988528465032,0.8123705885890758,A
KS Wyandotte,0.13510512895738355,0.05511784854908191,1.3907056757299883e-17,0.07420447934162928,0.5206873323519573,B
KY Adair,0.24597398334746665,0.1390037477927451,1.3907056757299883e-17,3.357183507010751e-11,0.5564152323034279,B
KY Allen,0.04263297569512666,0.08382594033618844,1.3907056757299883e-17,0.02119514019811784,0.6868829421390117,C
KY Anderson,0.013860419389358915,0.02214502698854595,1.3907056757299883e-17,0.0050247347321189005,0.7974798843783436,A
KY Ballard,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.013555049477161756,0.8345768914443288,A
KY Barren,0.0055463829698443766,0.04766162426801052,1.3907056757299883e-17,0.01599009969586726,0.7638318723047487,A
KY Bath,0.023694635236679553,0.0515553696289204,1.3907056757299883e-17,0.00012543648599895742,0.8377630266838852,A
KY Bell,1.8195921493723328e-17,0.0899442843273808,1.3907056757299883e-17,0.016920284699896083,0.7883109533714245,A
KY Boone,0.038623231104976036,0.016734536511846837,1.3907056757299883e-17,0.017854349405645172,0.7247966327751191,A
KY Bourbon,0.01599890983266774,0.02620013101662835,1.3907056757299883e-17,0.0067104462397001375,0.8123706686415908,A
KY Boyd,0.01936949440241396,0.005034823455389123,1.3907056757299883e-17,0.007433933529449286,0.8632361861703534,A
KY Boyle,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.01408456401117258,0.816295455167392,A
KY Bracken,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.011522105486128836,0.8295391132847073,A
KY Breathitt,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.005643667521547133,0.9605735185591158,A
KY Breckinridge,0.0194338996996027,0.06657803451626092,1.3907056757299883e-17,4.1521863843642525e-8,0.7879218661365328,A
KY Bullitt,0.012508415778806613,0.008318334201130062,1.3907056757299883e-17,0.01136927701467072,0.7834498314925474,A
KY Butler,0.2769748634722895,0.2868446795167657,1.3907056757299883e-17,0.03600055281785931,0.33380389738057153,B
KY Caldwell,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.014521513809649793,0.8622196701944379,A
KY Calloway,0.008464750132211731,0.03625273960993277,1.3907056757299883e-17,0.013445671929615132,0.7644066677566758,A
KY Campbell,0.0364299980253367,7.976198871125065e-10,1.3907056757299883e-17,0.012582499651758804,0.7690648901026945,A
KY Carlisle,0.05791521604317446,0.1465843797335968,1.3907056757299883e-17,2.118430566120065e-13,0.6770885071990076,C
KY Carroll,1.8195921493723328e-17,0.12610052653478784,1.3907056757299883e-17,0.02691026216786936,0.7073371489680593,C
KY Carter,1.8195921493723328e-17,0.04304744987197921,1.3907056757299883e-17,0.005421172846233573,0.8272056329283961,A
KY Casey,5.051383893204561e-11,0.3221680759003813,1.3907056757299883e-17,0.003142935080367764,0.5361584769923746,C
KY Christian,0.014497371844197113,0.04101407402146493,1.3907056757299883e-17,0.01960360629914757,0.7989544783782633,A
KY Clark,0.00013300688648790814,0.11245097044825292,1.3907056757299883e-17,0.007588744759998994,0.737497936992367,C
KY Clay,0.02357211542829288,0.09969860216039082,1.3907056757299883e-17,0.007602357894172418,0.8121714643458284,A
KY Clinton,1.8195921493723328e-17,0.045851675866292935,1.3907056757299883e-17,0.004407726972777662,0.856743749614962,A
KY Crittenden,0.03319639048202709,0.07128951541835507,1.3907056757299883e-17,1.5484634363775799e-10,0.7824369800624789,A
KY Cumberland,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.022352505530422045,0.845753272327531,A
KY Daviess,0.022957076899760592,1.1628417218677822e-5,1.3907056757299883e-17,0.020952791030373983,0.7768347876432025,A
KY Edmonson,0.18232849288227376,0.2702292156333339,1.3907056757299883e-17,1.0618836698677245e-17,0.43995127028444464,B
KY Elliott,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.0033552997524782745,0.9247810916128489,A
KY Estill,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.002857272617741825,0.9326317750397358,A
KY Fayette,0.01879135342829144,0.0216835983577173,1.3907056757299883e-17,0.02294353768349532,0.738565033222483,A
KY Fleming,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.008931620639406015,0.8910224672322179,A
KY Floyd,1.8195921493723328e-17,0.02577439771184634,1.3907056757299883e-17,0.004938544236871157,0.8929498997097218,A
KY Franklin,0.007984366893231641,0.058221898559549685,1.3907056757299883e-17,0.010902577676776824,0.7853557961639869,A
KY Fulton,1.8195921493723328e-17,0.17583952391148958,1.3907056757299883e-17,0.015485241940058132,0.7027081992921332,C
KY Gallatin,0.16105083608900428,0.29892311769937635,1.3907056757299883e-17,1.0618836698677245e-17,0.4656867771130699,B
KY Garrard,1.8195921493723328e-17,0.04496670505693326,1.3907056757299883e-17,0.006591464645452595,0.7843445102914773,A
KY Grant,0.04802464880034382,0.044876972707362864,1.3907056757299883e-17,0.0015654922230522211,0.7824899337572101,A
KY Graves,0.1435229789470944,0.12948878073803502,1.3907056757299883e-17,0.015126756993157194,0.6153419221394278,B
KY Grayson,0.10404193559988671,0.07047497111726644,1.3907056757299883e-17,0.009865340566257493,0.7156726249642459,B
KY Green,0.00989901986936478,0.1943386431474915,1.3907056757299883e-17,1.0618836698677245e-17,0.672521306309957,C
KY Greenup,1.8195921493723328e-17,0.015994279668622685,1.3907056757299883e-17,0.00639554716959577,0.8436588415329859,A
KY Hancock,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.015812223481814346,0.7973002472718196,A
KY Hardin,0.010116295015891714,0.013010815517381208,1.3907056757299883e-17,0.01217520067367257,0.7924050548985352,A
KY Harlan,1.8195921493723328e-17,0.10590881805971972,1.3907056757299883e-17,0.010492936210404681,0.7885135223098213,C
KY Harrison,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.019385724516894975,0.828977875797194,A
KY Hart,1.8195921493723328e-17,0.022220687483205073,1.3907056757299883e-17,0.011052141902346957,0.8347188592025088,A
KY Henderson,0.019551984144269143,0.006511365247483586,1.3907056757299883e-17,0.018759218985528025,0.8035250350632285,A
KY Henry,0.01964005457635322,0.05272016005136733,1.3907056757299883e-17,0.01051635420783853,0.7758590929037662,A
KY Hickman,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.02670099655005846,0.8388516150081058,A
KY Hopkins,0.19033649078410697,0.09508234821239754,1.3907056757299883e-17,0.002498360830826528,0.6408391875214585,B
KY Jackson,0.27248069057809887,0.18090724396317298,1.3907056757299883e-17,1.6294385206272605e-9,0.5472692365166862,B
KY Jefferson,0.06491848288425867,0.0027435877365806515,1.3907056757299883e-17,0.026824224234948856,0.7511150069418393,B
KY Jessamine,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.0168899408586761,0.8068270442806892,A
KY Johnson,1.8195921493723328e-17,0.0199899074724834,1.3907056757299883e-17,0.0037001279001525242,0.9129674366740799,A
KY Kenton,0.060418682535195715,2.8118590740581903e-5,1.3907056757299883e-17,0.018547488106660785,0.7585268144715677,A
KY Knott,1.8195921493723328e-17,0.03375678544057568,1.3907056757299883e-17,0.005014480242437588,0.9028694222436824,A
KY Knox,1.8195921493723328e-17,0.16883254017569826,1.3907056757299883e-17,0.0033134987852151995,0.7283574791355191,C
KY Larue,0.011768488393796694,0.05192639778913576,1.3907056757299883e-17,0.0036148092642007885,0.797095491745671,A
KY Laurel,0.010279192222441441,0.02774771470490363,1.3907056757299883e-17,0.012415904089547177,0.8270703328525116,A
KY Lawrence,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.004944482843779276,0.8985523771637148,A
KY Lee,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.001464203100615701,0.967498071804691,A
KY Leslie,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.007284170679219553,0.9513090223701883,A
KY Letcher,1.8195921493723328e-17,0.04026344131168529,1.3907056757299883e-17,0.0016504515437796867,0.879722999236735,A
